Gene,GH23,GH46,GH1284,GH1298,GH1332,GH1352,GH1520,GH1547,GH1603,GH1660,GH1834
LRP2BP,1.723068,1.954347,2.493695,2.717587,2.966259,1.527489,5.720346,1.408796,4.350162,1.866374,2.25679
UFSP2,5.519953,4.172111,4.328,6.639539,4.581992,4.468763,5.958015,4.402237,3.002344,7.129704,3.258716
KLF3,5.149732,5.232082,3.858353,7.291823,4.155034,5.724418,4.204636,5.694167,1.786987,4.770998,4.061801
KLHL5,1.412598,4.516239,1.913487,7.140984,4.753082,1.474773,3.801673,3.336879,2.204434,1.974105,1.708993
FAM149A,0.404507,1.682327,1.090428,0.893537,0.257096,1.066405,1.318244,0.461767,0.012715,0.297206,1.579439
NCAPG,0.51424,0.078012,0.119516,0.416079,0.312577,0.102028,0.228702,0.121224,0.176868,0.269711,0.041415
UGDH,6.755535,8.104383,6.802041,4.643379,4.284038,8.205163,5.179975,7.028721,2.200989,4.79866,3.144879
PPARGC1A,2.068329,1.957686,1.660442,0.873162,1.346237,2.37724,1.142429,0.423924,2.011037,1.510956,0.41986
DDX25,1.838061,1.521611,2.190566,4.352387,0.997772,2.615527,0.913473,2.280492,1.84106,2.092518,2.351517
CRYAB,0.129934,8.402133,0.008574,0.176927,0.120436,0.222451,2.019313,1.404538,0.02984,0.449102,1.012058
DBX1,0.015177,0.070554,0,0.006991,0.123921,0.016263,0.015741,0.163544,0.032749,0,0.018155
HTATIP2,21.413115,11.660007,16.138878,23.724356,4.914846,28.787951,13.817012,27.650867,8.341014,32.291569,19.679649
CTSC,10.535331,6.914402,5.990547,5.721387,2.63564,5.041244,21.217991,8.590779,3.475917,8.427526,4.46652
CCDC34,2.383937,2.334009,2.124245,4.443585,0.64014,2.947607,2.137672,3.411108,1.75035,3.185263,2.553761
ZBTB16,8.226692,4.770926,5.040969,6.83295,4.966328,7.904734,11.742517,6.26884,3.404408,15.283535,12.768192
ELP4,1.751762,2.368688,1.079558,2.269661,1.145792,1.598813,1.237105,2.693252,2.316226,1.529425,2.911161
ZPR1,2.502199,2.269604,1.75595,4.037995,0.736397,3.08421,1.959656,3.516557,1.823083,3.618887,2.562201
MTCH2,4.647359,4.853837,4.23075,4.47741,1.604704,6.941667,3.468866,5.315607,2.300335,5.686458,3.533013
FNBP4,2.860763,3.489542,2.973915,4.557143,3.695306,3.754598,2.36606,3.033036,2.5192,3.196086,4.183807
TECTA,0.307798,0.264324,0.183856,0.701003,0.225973,0.322385,0.368866,0.179986,0.651752,0.234724,0.278826
SC5D,1.731305,6.905876,2.678391,6.318799,1.720569,2.663583,3.729993,5.981395,3.325233,2.95384,2.84632
CRTAM,0.236368,0.019485,0.009096,0.015433,0.017743,0.179901,0.233476,0.05232,0.090384,0.008242,0.019659
JHY,0.050785,2.084421,0.013051,1.155636,0.78537,0.837749,0.631885,4.32635,0.891304,1.012152,3.698035
B3GAT1,1.662889,0.889171,1.576417,0.300731,0.435247,1.76902,1.37921,2.326267,0.041802,1.237839,2.442627
HSPA8,205.952316,197.893341,141.969223,229.750229,88.218918,279.197418,194.745529,249.766205,103.699074,318.602631,123.896339
P2RX3,0.011944,0.014521,0.011033,0.21452,0.115049,0.002989,0.023557,0.06646,0.015009,0.012387,0.017761
VWA5A,6.506704,12.565065,8.518812,16.33058,6.450326,18.099468,8.201792,22.602104,12.968141,16.150944,14.990591
DNAJC4,4.255687,4.366396,2.728269,5.803927,3.158504,4.423716,4.424962,4.978621,3.555502,5.068286,4.323022
SIAE,4.56179,3.535597,2.460703,5.562291,0.944639,4.403965,5.289056,3.702146,2.130914,2.866907,3.363971
SNX15,2.046681,2.525652,1.885267,4.061469,1.051516,4.101742,2.244465,5.240497,1.672437,3.316174,3.074426
LPXN,1.425732,0.936391,1.100024,1.865369,0.575848,1.160422,1.648259,1.305437,1.755821,0.970617,1.708071
DTX4,0.993471,1.5374,3.185935,0.37833,0.440319,5.933797,1.112428,1.988867,0.495563,2.03888,1.64793
ATG2A,1.638336,2.00854,1.27729,2.647753,1.522624,2.745934,2.281677,3.428593,1.556651,2.790528,2.681396
EHD1,1.055779,1.090456,0.941252,1.126492,0.726745,1.724952,1.314551,1.762556,0.694662,1.612278,1.277542
OSBP,11.646593,10.141804,6.778533,15.247179,6.411242,17.580067,10.080692,17.288368,7.39212,11.907753,9.989511
UNC93B1,0.843552,2.149217,0.75913,0.734007,0.711528,0.92541,3.1654,1.200855,0.582432,0.682349,1.411708
PUS3,4.058433,3.192143,3.232702,4.98315,1.359422,5.542372,2.621752,4.895589,1.955911,5.381906,3.612753
DCPS,1.054736,1.205289,0.91555,1.357581,0.753227,1.498636,0.795272,1.66271,0.9317,1.162594,1.534874
KMT5B,5.023803,7.058352,4.560596,6.232324,3.975936,8.714245,5.553562,8.150144,4.438755,6.864179,4.556653
FOXRED1,4.135309,2.891682,3.42941,6.75411,2.429628,5.18425,2.81005,6.571142,3.464833,4.993547,5.046618
PPP6R3,7.327859,13.994823,12.00952,13.37749,5.134232,15.138379,6.486762,13.637632,7.243976,12.219069,12.713227
NRXN2,2.109486,0.425596,4.016402,0.087905,0.210242,4.178706,1.567975,0.543029,0.054306,5.17664,0.307812
MS4A6A,2.418342,3.347735,2.648481,1.557908,1.719264,2.171881,7.105355,1.904061,1.321634,1.599203,2.097446
MS4A4A,0.800202,1.426134,1.362448,0.961762,0.542177,1.254251,5.384398,1.250508,0.672078,1.52641,1.103367
ST3GAL4,2.269447,4.523056,2.545411,1.358524,0.510816,4.130003,3.20123,2.151922,0.308896,2.527364,2.511267
CPT1A,6.119378,7.209342,1.187035,5.163563,1.387648,5.54172,4.395258,5.069414,1.574689,3.574624,4.228425
CCND1,1.277315,12.721652,1.747218,13.183224,9.571442,1.975272,13.470932,17.379396,9.529239,1.364224,4.860367
CCDC86,6.878194,5.38281,6.140802,4.440722,6.662369,9.210623,6.452411,13.933296,2.465954,14.118633,8.215571
PRPF19,20.098969,22.604441,17.054939,34.353962,11.722032,42.6703,18.275711,27.76104,13.883446,31.409462,15.77389
TMEM109,6.613517,10.977283,6.473605,14.002792,4.732015,14.505917,14.377037,18.824535,5.359838,12.280855,10.852008
CCKBR,0,0.979246,0,0.012902,0,0.008514,0.241194,0.006107,0.053774,0.023783,0.008943
HPX,0.162206,0.257447,0.021499,0.119159,0.09318,0,0.070582,0.088365,0.069347,0.02193,0.409423
TRIM3,1.491727,1.797191,1.342438,1.738814,0.987119,1.739874,1.506686,1.351258,1.054352,1.660162,1.651088
CHORDC1,4.419433,6.323293,4.719905,5.48588,3.003118,6.50075,3.008234,5.834601,4.753107,5.444576,5.976645
FOLR1,0.021147,1.563658,0.018032,0.041242,0.175087,0.296475,0.451451,0.009816,0.018711,0.000482,0.017508
ANAPC15,0.652728,0.553685,0.444589,0.921401,0.178795,0.674093,0.407468,0.698421,0.372166,4.539354,0.478069
FOLR3,0.012886,0.047458,0.051996,0.001308,0,0.01389,0.010581,0,0,0.073116,0.01181
PANX1,4.484887,3.149852,2.857528,3.671919,0.889073,7.925281,3.595334,4.007818,1.07762,9.145659,3.306913
ARHGEF17,8.052129,4.988423,8.245,7.579144,1.290079,12.950433,6.178781,12.518017,4.870541,11.425858,11.351092
APOA5,0,0,0.009777,0.023379,0.00047,0.016817,0,0.009969,0,0.009626,0
APOA4,0.010946,0,0,0.017332,0,0.011221,0,0,0,0.074385,0
APOC3,0,0,0,0,0,0.008101,0,0,0,0,0
CEP164,1.329421,1.94237,1.248756,1.855317,0.81794,1.515165,1.387906,1.589612,2.278321,1.173554,3.374768
RNF141,5.802255,8.64729,4.047533,5.127647,1.955527,5.034082,4.818976,7.167635,4.381993,4.260615,5.05282
CEP126,12.933176,8.596111,10.916598,9.609863,5.363089,20.665466,8.566911,10.602619,7.86032,14.289737,21.20521
EIF4G2,70.030304,68.815605,65.667252,61.47316,25.957117,87.648155,56.231739,82.761757,31.385666,69.758659,44.417439
IL10RA,0.733271,1.50211,0.762113,0.477091,0.59623,1.117368,2.079447,0.795179,0.535528,0.625149,0.883521
GALNT18,1.376799,2.113889,2.962806,1.957227,1.582035,1.478,1.174474,1.728441,0.89961,2.255598,0.045787
BIRC2,10.564003,10.854476,9.579655,8.286768,3.047102,10.173658,7.536844,8.291023,4.789484,12.113793,5.025856
UBE4A,10.931352,11.692606,6.521986,15.984009,5.246569,14.70514,9.812547,20.053038,8.543907,12.757645,10.425356
DDX6,26.653065,34.00248,21.924164,30.387642,13.578913,46.948338,22.09231,39.284149,15.927786,37.778873,24.956902
UPK2,0.043844,0.011013,0.009768,0.00942,0.006407,0.005914,0.031156,0.002223,0.004951,0,0.0116
CBL,1.415573,1.685938,0.90874,1.019682,1.148117,1.297147,1.288145,2.351445,0.893997,1.089706,1.661482
NECTIN1,3.704318,4.37912,2.289219,2.395365,1.690679,4.461974,1.687791,2.780817,1.301484,2.821008,1.581223
HIPK3,29.206373,21.227161,28.721033,26.897844,10.359401,35.549095,16.433203,31.274548,10.131845,22.75296,19.619328
KIAA1549L,0.011952,0.44992,0.028699,0.001368,0.014098,0.007954,0.119909,3.182063,0.052325,0.108493,1.555357
FBXO3,9.847771,13.434991,8.882696,10.700008,2.551742,10.542336,8.687586,13.054638,5.947857,9.026687,5.695802
PDHX,7.089522,4.978,4.681073,8.804091,4.14377,9.415593,7.777238,8.286626,1.769071,8.275607,2.158277
SLC1A2,0.599712,2.186202,0.002269,2.315494,1.102016,0.440472,1.687538,0.847645,2.939385,0.017042,1.077971
COMMD9,3.205184,3.451125,2.988855,8.377091,2.169888,5.32513,3.257292,7.316781,5.165701,5.370959,6.773019
SLC15A3,0.540166,1.108648,0.555176,0.75915,0.41074,0.658576,2.061015,0.759397,0.40096,0.503846,0.552348
CD5,0.189257,0.103086,0.143366,0.175905,0.158358,0.191561,0.444337,0.158943,0.213447,0.027762,1.063323
ACCS,1.275064,3.277988,1.75342,1.041348,0.623251,1.049511,2.036802,0.634677,0.887436,1.178434,3.467366
SCGB2A2,0.168928,0,0,0.619412,0,0,0,6.4e-05,0.010476,0,0
MDK,29.976042,76.383629,16.089901,3.032036,2.112406,22.209518,30.077223,12.86377,1.459384,39.958179,25.8808
AMBRA1,2.259022,3.14629,1.816652,2.725033,1.84484,3.612589,2.760567,2.603275,1.61457,2.576224,3.293663
MADD,12.303108,17.061193,9.704225,13.413826,10.039223,23.091484,10.889129,22.655499,8.895568,16.056469,16.783276
PTPMT1,11.03077,6.871011,7.626784,10.358307,2.576209,10.575716,7.458356,6.528318,4.09105,10.859953,4.466976
NAA40,3.137061,5.406445,3.101868,5.260048,1.721189,5.783438,3.321207,6.652645,3.173537,4.490161,5.940405
CARS1,0.877216,1.731985,1.116949,4.882239,0.427749,1.942871,1.836243,1.279839,0.796441,1.072355,1.418631
SLC22A18,0.129613,0.642652,0.145732,0.120906,0.221407,0.861112,0.190082,0.142101,0.077391,0.770904,0.435232
CD81,66.05732,60.195778,44.584576,39.883923,21.537539,14.47727,94.277054,50.688728,19.545778,71.292358,30.94783
SLC35F2,1.229403,1.061311,0.303252,0.82948,1.114131,1.491521,0.608704,3.356413,0.939567,1.516042,1.265876
C11orf21,0.065682,0.079124,0.014774,0.018656,0.0351,0.012848,0.110664,0.011174,0.014792,0.016445,0.012068
ELMOD1,35.222179,5.708488,14.598393,19.647558,5.534585,55.83839,24.544598,11.657075,6.171096,55.41552,10.659557
CALCA,0.000776,0.461674,0.268298,0.009728,0.040457,0,0,0.376636,0.827489,0,0.057192
SOX6,1.411025,3.427129,7.855353,2.329253,1.600878,0.306862,0.800353,0.528119,3.665072,0.343183,4.624744
C11orf58,30.33922,25.821146,29.927357,30.391138,11.696424,30.889898,24.035807,23.83975,15.394506,33.981155,21.737047
PITPNM1,6.620066,9.00795,4.440767,6.273036,5.480556,8.078527,3.945293,5.397527,4.299231,7.354259,3.052385
RPS13,250.592621,106.705894,215.852829,242.340347,39.966438,226.496109,88.510269,189.226059,70.830124,330.925812,105.793472
AIP,8.985267,10.640429,7.986974,12.03067,4.557538,13.594299,11.634448,16.279621,5.276515,12.309522,8.444431
NUP98,8.133685,12.348668,5.997051,10.604108,4.701985,10.843274,8.788259,12.575299,6.520568,10.241483,8.995208
NDUFS8,23.092876,22.103258,19.110481,34.641979,9.121444,33.919281,18.632498,28.495741,13.077236,31.545185,20.223072
TCIRG1,1.737295,1.314671,1.443759,0.294682,1.060879,1.542308,1.97063,1.071248,0.243973,1.612096,1.616087
CHKA,1.414848,2.998142,0.930155,2.251058,0.83338,3.084065,1.705598,2.655007,2.332293,3.802688,2.451535
EXPH5,0.01054,2.202242,0.010561,0.709875,0.597635,0.018023,0.299553,3.053596,0.503949,0.153726,1.411791
HPS5,3.55149,2.545957,2.51277,5.266569,1.0973,4.524908,2.515949,3.901632,1.688356,4.74895,2.510274
GTF2H1,3.826494,4.340802,3.706781,3.521714,1.78417,4.032528,2.391591,3.667098,2.712836,4.388391,4.329064
POU2AF1,0.000526,0.00332,0.001059,0.002174,0,0.003542,0.02454,0.001126,0.026665,0.001596,0.030995
PTPN5,0.110469,0.35994,0.086059,0.705377,1.155024,0.113575,1.121667,0.816467,0.125633,1.010622,0.177985
VWF,6.133656,1.024288,1.736822,2.985719,2.596161,4.33434,20.657202,7.984221,2.116888,9.128571,4.652184
PSMD9,3.175142,3.150892,2.979435,3.702952,2.126715,3.691216,3.521349,3.690712,1.879577,3.615438,3.510559
P3H3,11.361197,14.962786,6.053491,11.762899,15.772131,11.584138,16.64329,17.700981,9.531369,9.21504,12.13486
PPFIBP1,0.133026,14.742377,1.143219,2.175486,2.478324,1.358786,3.116273,3.576175,4.409098,0.683335,5.398172
PRPF40B,0.310221,0.856662,0.216941,0.67345,0.620866,0.651243,0.824226,0.526094,0.540565,0.363919,0.922644
CD69,0.584728,1.254609,0.253939,0.033237,0.044209,0.04477,1.423471,0.182544,0.228394,0.13774,0.083949
PRDM4,6.525502,2.967538,2.07584,4.247839,1.99819,4.355728,4.963753,4.022908,2.102253,5.772682,4.730056
CLEC2B,1.056314,1.026485,0.878703,0.288375,0.261039,0.320367,1.590686,0.345844,0.38859,0.376625,0.319341
COQ5,4.667379,3.727025,5.505625,4.311711,1.91533,4.494527,5.296654,5.308155,2.291064,4.613438,1.905085
SELPLG,0.57021,0.333906,0.339019,0.272216,0.587553,0.436702,1.071449,0.48514,0.370759,0.228612,0.225351
CORO1C,9.103075,8.680912,10.53721,10.646634,7.982761,16.330643,18.925341,13.990551,4.978013,19.948715,8.882482
ASIC1,0.370106,0.27284,0.242988,0.031116,0.073278,0.42831,0.533338,0.19923,0.018558,0.376614,0.401803
DAO,0.01009,0.014521,0.012874,0.026539,0.028255,0.001939,0.009214,0.010669,0.004439,0.002129,0.056977
CAPRIN2,4.093965,4.757472,3.274879,3.095431,6.150655,3.202578,4.243388,3.074465,3.747373,1.785153,5.328845
TSPAN11,0.017823,0.046449,0.011068,0.047638,0.059835,0.02583,0.043804,0.013589,0.05361,0.0197,0.060012
KCTD10,9.099075,7.718405,6.542876,10.821708,5.319969,14.484902,11.167723,10.595099,5.483862,11.819412,7.302614
SLC11A2,5.745897,7.562149,5.088833,9.597822,4.155327,9.828033,6.739768,8.853679,3.729094,6.508724,5.151077
MLEC,10.35168,14.772941,6.718496,13.285724,11.161288,19.017475,13.04758,20.063589,11.873625,15.290682,12.253455
MVK,2.842146,1.624195,1.098826,1.69315,1.247275,1.98034,1.812697,3.339305,1.332675,1.357978,1.899955
CSRNP2,4.221509,5.442033,3.934133,4.066121,3.931098,5.572889,5.020949,5.555999,3.112443,5.068218,4.998694
CAMKK2,1.211594,2.222234,1.001263,1.173543,1.292498,1.108621,1.986851,1.26139,0.877915,1.156883,1.240167
BIN2,0.69352,0.340177,0.345771,0.095313,0.115987,0.579647,0.769096,0.398963,0.229959,0.104783,0.244655
IL23A,0.375004,0.285867,0.41112,0.594779,0.17358,0.455133,0.233808,0.349902,0.332637,0.311619,0.532107
ATP5F1B,72.253204,80.150291,59.726429,108.112762,32.905396,114.392258,108.874222,114.643883,43.777424,97.544823,45.155758
