Gene,N0416,N0417,N0429,N0510,N151127,N160118,N160331
DAZAP2,8.575559,4.444788,3.434748,6.503926,34.159546,18.879274,29.656265
CCBE1,0.397334,0.122744,0.066516,0.360991,0.339687,0.560653,0.309928
SELENOF,46.367794,10.534838,6.237414,24.439255,46.293789,43.197891,51.864788
TMEM121B,0.311243,0.234109,0.143214,0.274866,0.904676,0.971982,1.204658
ZNF623,1.634715,0.746819,0.448898,1.64889,1.644643,1.898538,2.900627
TUBB,2.949484,1.251634,1.150281,1.933465,7.260016,4.277804,6.494453
EPHA10,0.649501,0.615664,0.826357,0.961927,0.905866,1.414459,1.668007
CCDC125,0.731424,0.273637,0.220409,0.680905,0.430595,0.393289,0.350962
REC114,0.178363,0.226159,0.142748,0.174554,0.14213,0.183746,0.066524
BOLA2,4.737768,2.338633,1.12541,3.915365,7.667237,7.125451,8.042501
BCOR,1.138893,1.646781,1.045126,1.276633,4.668543,3.320842,7.03005
JRKL,2.805626,0.662484,0.658068,1.584948,2.992215,2.979282,4.069772
CABCOCO1,2.372713,0.521123,0.473326,2.547678,2.526586,4.24759,4.16587
GBP6,0.319962,0.218986,0.438513,0.349648,1.07871,1.286757,0.728153
KIAA2026,5.608185,4.211935,3.044722,6.151494,7.801848,8.048079,8.562318
OVCH2,0.037678,0.037199,0.253346,0.0323,0.002504,0.007797,0.0156
SYNDIG1L,0.009306,0.061884,0.141549,0.06748,0.199813,0.385767,0.667717
FHL3,0.176102,0.472985,0.439354,0.13018,1.732992,0.93253,1.686799
C19orf71,0.420192,1.26404,0.488814,0.656319,1.225424,1.214462,1.2878
CCDC159,2.529417,1.513736,1.679453,1.714519,1.645597,2.934091,2.122571
RIPK4,1.016161,2.556443,0.614826,0.906356,3.994765,2.859773,3.788034
LRIT3,0.043154,0.100185,0.19456,0.092623,0.051863,0,0
NPIPA1,1.355308,2.196598,1.29831,2.94301,2.206363,1.628575,2.120846
SF3A3,10.955361,4.467576,2.950978,8.899652,11.500853,11.842646,12.594048
TRIM61,0.897853,0.405504,0.391892,0.791967,1.190996,1.742678,1.083931
GRIN2A,0.016876,0.047264,0.800668,0.210775,0.063596,0.00654,0.050824
GTF2H2C,1.655518,0.735865,1.006262,1.761317,1.38628,1.203104,2.037778
ASB7,3.040948,1.13905,0.712356,2.603156,3.326713,3.679582,3.597893
SH2D7,0.030611,0.093421,0.146206,0.055682,0.031097,0.05586,0.022807
TREX2,0.376489,0.221326,0.281546,0.382291,0.666027,0.659331,0.714006
GPR132,0.045299,0.310521,0.123081,0.087018,0.333179,0.054152,0.124273
MX2,0.072478,0.812281,0.863967,0.415971,2.678505,0.16963,0.90035
EP400,1.614306,3.023541,1.201118,2.363154,5.52846,5.599476,6.172535
MEX3B,0.369564,0.139478,0.133273,0.185681,0.299474,0.314462,0.350387
TENT5C,0.698447,0.955949,0.749103,1.578828,4.773142,4.904362,5.838225
COA5,12.304082,4.402632,2.632783,9.300688,8.35358,8.222438,9.205109
UTP11,6.170749,2.240126,1.294749,3.543481,5.931299,6.259567,7.080133
PSMG1,6.428171,1.738601,0.740674,4.420823,6.231921,6.66958,7.992361
PRR14L,5.030688,3.377913,1.462791,5.445473,7.950896,9.923352,10.348214
KLRC4,0.032221,0.148536,0.43429,0.09749,0.058584,0.0157,0.103546
ACSM5,0.139065,0.192434,0.189968,0.042631,0.427556,0.090251,0.396091
SERHL2,0.125482,0.201539,0.186863,0.152061,0.245958,0.149644,0.310988
PCBP3,4.007945,3.490239,0.904297,1.988867,3.739855,4.234116,7.075454
PGPEP1L,0.014898,0.078176,0.163183,0.034049,0.021967,0.017896,0.042398
RNF5,0.267937,0.244316,0.183489,0.331677,1.068259,0.921044,1.051849
SETD3,16.755861,4.740668,2.833998,11.773274,14.04101,16.258131,16.620932
TNFAIP8L3,0.443372,0.262922,0.213766,0.270409,1.107531,1.107614,1.17729
ZNRF3,0.787634,1.114915,0.918289,1.264402,2.066431,2.347401,2.995142
FBXL7,0.254139,0.617493,0.826966,0.633487,1.539616,0.816968,1.345001
TANGO2,1.029425,1.948967,0.912451,1.801751,1.793262,3.435299,2.85707
H3C13,0.982801,0.201373,0.194283,0.84678,3.984113,3.074812,3.365206
SFXN4,5.702202,2.51362,1.125736,4.496087,4.354252,5.975504,6.067
FAM167B,0.451648,0.395576,0.375604,0.554199,1.9653,1.6874,1.799426
MRPL54,13.538982,2.666404,0.918208,8.263679,20.444384,21.339899,21.006186
ZNF438,0.705352,0.926912,0.642346,0.985762,1.546675,1.357831,1.736316
HMCES,2.356943,2.875206,1.333914,2.641118,6.903761,6.245787,9.028275
DGCR6,1.164961,0.601957,0.204755,1.443395,1.697158,2.782445,3.846851
GOLGA8G,0.006469,0.004607,0.033051,0.002311,0.000719,4.00E-06,3.00E-06
RP1L1,0.019112,0.057132,0.099483,0.037716,0.165855,0.343532,0.263272
ZNF530,0.310777,0.113512,0.199459,0.350098,0.612239,0.599063,0.517668
NDUFB1,49.6717,9.04978,2.517783,30.726227,44.17038,39.595558,47.766544
MARCHF11,0.997941,0.790407,0.10622,1.577373,1.044684,1.638441,0.886663
KLHL25,0.465275,0.589708,0.420428,0.745086,0.502058,1.663758,0.919246
TAFA1,0.29115,0.054919,0.181153,0.056965,0.049769,0.006535,0.00275
TRMT12,3.478586,1.498738,0.885732,3.50303,3.346089,3.460234,3.475033
PSG9,0.022841,0.071687,0.2381,0.03732,0.011323,0.00338,0.000385
BMP8A,0.077474,0.549271,0.337071,0.337489,0.317025,0.240371,0.301395
ALYREF,8.912453,3.885187,1.649543,4.760618,12.994184,16.035641,15.865787
RFLNB,0.144169,0.22125,0.262663,0.143586,1.14597,0.4703,1.470837
EFHC2,2.235667,0.711083,0.422784,1.655828,1.696191,2.190247,1.893913
NOG,0.019633,0.065542,0.181392,0.090763,0.163318,0.197779,0.445682
UPP1,0.809251,3.123556,1.310669,0.845647,1.579743,2.236631,3.608502
OPCML,0.812333,1.127681,0.501215,0.501318,0.795201,1.174395,0.614859
TRIM52,3.748901,4.116884,1.590804,4.466758,5.18702,3.788815,4.813775
LHFPL6,3.715788,2.39532,2.579489,2.416162,12.464237,6.935067,9.656937
CMTM4,3.871354,3.239366,1.143928,4.813284,8.645111,8.635736,10.378016
TMEM50A,6.399224,2.790341,2.206136,5.42364,14.896939,10.039684,14.603461
ASCL2,0.027506,0.009476,0.062787,0.035393,0.12737,0.125182,0.064599
TBK1,3.424885,2.565675,1.375999,3.693184,2.418679,2.713111,4.445168
CBX6,6.070739,6.044128,2.083658,7.816892,25.389372,26.97596,28.335594
MACC1,1.094899,0.209967,0.360131,0.401104,0.471207,0.367098,0.314977
TBL3,0.905773,0.621611,0.544783,0.911403,1.749006,2.065877,2.143329
KREMEN1,0.50516,0.708984,0.435157,0.808172,4.390495,3.4615,5.184481
TRAIP,0.265679,0.124826,0.314014,0.405667,0.274887,0.309318,0.211013
CHEK2,0.314952,0.209116,0.220008,0.153448,0.725312,0.187701,0.443736
FOXL2,0.64639,1.270496,0.588207,1.388915,5.410457,15.44821,18.102423
AIFM3,0.341789,0.299823,0.153756,0.154898,0.460579,0.612701,0.476084
KCTD16,1.154844,0.239369,0.215132,0.852331,0.739506,0.671274,0.526388
B3GALT5,0.263655,0.571215,1.20417,0.551652,0.330367,0.381919,0.374924
ZNF703,0.062132,0.313513,0.530032,0.060437,4.06869,2.217221,4.843418
SLC35F3,0.095123,0.576222,0.103676,0.466354,0.823411,0.981713,1.536633
TUBA8,0.043296,0.029691,0.023214,0.043459,0.042898,0.035488,0.063451
NPIPA5,1.336774,2.711957,1.21823,1.95858,1.812837,1.413252,1.718748
EMILIN3,0.110648,0.17062,0.400963,0.115209,0.582588,0.417113,0.817667
OLFML1,0.212431,0.445021,0.873977,0.566911,5.112,0.784498,1.754198
FAM162B,1.480156,0.561453,0.572772,1.167967,3.366796,2.914387,3.128041
RBM12B,4.478905,3.173288,1.845553,4.936174,5.21896,5.658924,6.301593
CCR4,0.032206,0.079429,0.16205,0.019644,0.173942,0,0.008544
LIN9,0.760064,0.168385,0.147897,0.344467,0.44641,0.581739,0.561832
BTBD9,2.041713,4.117299,1.420526,3.175904,2.744455,3.072176,3.409102
NUDT14,4.83814,2.013851,0.95132,3.648786,10.752129,18.17008,10.375819
ANKRD45,0.724115,0.965918,1.059446,1.103854,1.543507,2.538175,1.741706
CFAP91,6.425883,4.592139,1.865494,5.676528,4.065444,3.069915,2.361241
PNMA3,3.285736,1.389742,0.51882,1.789885,2.946082,2.462965,2.826575
GPR39,0.008923,0.016159,0.031871,0.011848,0.009298,7.803324,0.024998
ZNF730,0.018049,0.046177,0.452787,0.042356,0.087632,0.021761,0.037513
KIRREL1,0.153838,0.474438,1.820372,0.394394,3.751107,0.904356,2.607825
IQGAP3,0.039775,0.032807,0.21174,0.039136,0.084703,0.014834,0.028002
TOB2,3.420099,6.310058,2.745984,3.337592,10.583594,8.902472,15.124156
SCN5A,0.033398,0.119902,1.004006,0.069552,0.106538,0.098469,0.508737
ARSI,0.028344,0.294725,0.171969,0.199377,0.47019,0.325165,0.577112
UTY,0.00223,0,0.046421,0,0.011277,5.956139,4.730902
AC138969.1,1.912159,4.090003,4.121572,3.664953,4.918676,3.555774,5.548875
TTC32,7.923872,2.227823,1.318978,5.22572,2.710171,5.418628,3.547465
LRRC55,0.06323,0.042791,0.217301,0.07336,0.025914,0,0.027339
DNAH2,0.052841,0.077874,0.489635,0.108996,0.078227,0.076093,0.126487
SH2D1A,0.035508,0.048306,0.171567,0.117315,0.317809,0.005909,0.00716
SDR42E2,0.063194,0.095593,0.134935,0.070437,0.066241,0.102993,0.058603
PRKX,0.314311,0.692542,1.225774,0.467033,1.650018,0.828448,1.279102
KMT5A,1.048144,2.495969,2.043275,2.179952,2.219792,2.556714,2.854469
KCNH8,7.499717,4.369952,0.375101,5.803999,3.415812,3.582584,3.56571
SMTN,0.265421,0.414943,0.514304,0.309334,1.567371,1.112141,0.875608
NPW,0.18992,1.3372,0.159532,0.110355,2.341014,0.976046,0.806917
PP2D1,0.071733,0.130191,0.198596,0.173974,0.136961,0.083094,0.079505
COA3,8.417678,2.685372,1.77025,7.178173,11.333221,13.256292,15.11361
NPB,0.123731,0.111447,0.07781,0.188702,0.501769,0.256165,0.438861
ST6GALNAC3,1.436839,0.774404,0.682546,1.316949,1.489347,1.184459,1.563907
PTP4A2,16.106953,7.004826,3.740194,10.547419,26.946859,17.39072,35.57465
ACTG1,81.628891,81.188255,36.919006,77.483772,340.354523,334.542603,417.302643
TMPRSS2,0.153435,0.406563,0.524029,0.211886,0.367274,0.631262,0.591899
DENND5A,4.632476,5.29631,4.495336,5.761639,8.905741,6.913371,9.097863
DIABLO,10.943182,0.971721,0.565341,9.006673,2.82787,11.657323,11.763988
VPS33B,2.10638,1.151517,0.881387,2.46372,2.995137,2.873274,2.563323
TBX1,0.016983,0.011927,0.08302,0.024446,0.515619,0.042992,0.156492
ADAP2,0.389094,0.615089,0.638187,0.773956,3.630639,1.163537,2.670073
UQCR10,13.219028,3.03215,1.638867,12.347119,15.955119,17.361082,30.555716
FAM120C,2.753908,2.146271,1.24958,3.232151,5.25198,6.974835,7.970551
EIF3C,8.14448,8.16412,4.989191,13.517644,33.756584,25.433542,32.823441
CLDN5,0.512891,0.423536,1.170409,0.238389,2.969216,2.785539,4.192215
NIPSNAP1,11.853534,3.723707,1.874353,9.819756,13.913587,14.972308,20.674473
CNTN2,1.570265,1.963418,0.805823,2.997426,1.988382,4.779024,4.210808
LRTOMT,2.055678,1.156151,1.010126,2.896576,2.387299,3.762705,3.560205
KCNQ3,0.999683,0.679396,1.158236,0.307432,1.206292,0.835332,1.166614
ADRA2C,0.146716,0.254667,0.222426,0.231219,0.962579,1.830076,1.768639
NR2C2AP,1.517637,0.492936,0.384284,1.203021,2.197241,2.885096,2.177323
C1QTNF12,0.018634,0.037416,0.020452,0.090083,0.160184,0.038388,0.050353
CRELD2,10.599344,5.872478,1.346038,9.073647,14.991945,22.369743,32.327148
SCFD2,4.176529,1.942014,0.817658,3.733061,3.760894,4.016606,4.649179
UBE2F,5.333375,2.370007,1.783754,5.130621,7.768772,7.642782,9.791126
KCNJ12,0.054464,0.099347,0.277654,0.119829,0.27839,0.259384,0.339308
GPR173,1.564826,1.79984,0.96752,2.014826,2.713022,2.8572,2.422828
PPP1R2,13.021791,4.563697,2.454449,7.470045,16.443777,13.560067,16.906883
TSPYL2,20.840672,18.734543,9.21266,16.342918,37.604031,28.571058,29.585943
GOLGA6L4,0.134612,0.392163,0.289837,0.381771,0.373317,0.160726,0.19038
PGP,1.147972,0.842107,0.4984,1.493025,2.096142,2.09226,2.436503
SNRNP35,3.112833,2.545342,1.374458,1.729707,4.618802,3.953698,3.477268
IRAK1,1.377889,1.759252,1.317917,1.396731,9.564166,8.109134,9.302788
CMSS1,2.634242,0.81837,0.91602,1.740027,2.262142,2.823731,2.352366
PCDH9,2.079469,2.410888,2.614417,1.277527,4.962552,3.835013,3.354768
ACOT1,0.565032,0.315711,0.160645,0.527736,0.711446,0.913372,1.290504
OAF,0.348234,1.251141,1.235485,0.666454,8.171466,2.655497,6.802061
ALDH1A3,0.581147,0.629578,0.228135,0.677658,3.168472,2.40566,2.581186
H2AC20,40.650742,7.220431,7.745831,23.120264,86.825333,82.180321,102.434364
KCNK12,0.389772,0.440447,0.274917,0.499596,0.583122,1.097816,1.122029
H2AC21,7.913131,1.147087,1.153007,4.735751,11.10199,11.173992,15.039915
POU6F1,0.807578,1.035753,0.607114,0.752796,1.101518,1.523645,1.598881
DEFB108B,0.047138,0.058977,0.173308,0.065729,0.038069,0.016565,0.0384
TM2D3,12.095861,5.205818,1.878288,7.932672,14.100477,8.893754,11.252315
TSSC4,3.145936,1.505423,0.552412,2.328609,5.477032,6.307189,6.853355
TACSTD2,0.060224,0.250912,0.305398,0.136465,2.152881,0.492422,2.068084
CLECL1,0.028478,0.16914,0.295764,0.074751,0.496314,0.028737,0.052852
SIX6,5.142323,4.761088,0.900292,5.505501,9.740248,10.369174,6.487182
PRKD1,3.863694,2.026624,1.185892,2.228351,2.662519,2.757015,3.433541
CCSER1,2.339075,1.311517,0.140438,2.131757,1.565008,1.442652,0.820247
ZDHHC23,1.720684,0.924543,0.858257,1.529294,1.004155,1.34062,1.25063
MROH7,0.832317,3.847571,2.037804,1.95657,1.119318,1.299862,0.867079
SRPK3,0.832106,0.738499,0.262874,0.711154,1.29854,0.607137,1.248458
SLIT3,0.913628,1.499292,1.158149,0.805009,1.13065,2.408596,3.788623
EFNA5,4.49218,3.058173,3.438727,4.669374,7.804844,7.152015,8.491055
H1-5,0.696486,0.182403,0.279524,0.24278,5.408869,0.301477,1.096214
SPATA32,0.026623,0.097689,0.136926,0.070001,0.064973,0.051482,0.042595
PKP3,1.369944,1.216018,0.266912,1.815641,3.502893,5.881399,6.29196
MAP7D2,1.267411,1.125999,0.425563,1.608561,1.29905,2.259809,1.663496
CSF1,0.222023,0.699729,0.616506,0.136474,3.499915,1.651976,3.463888
COLEC10,0.033525,0.021514,0.079824,0.038797,0.040263,0.018802,0.068972
ACTRT3,0.177663,0.202249,0.200408,0.274486,0.579222,0.529783,0.479265
PLA2G6,0.388254,0.561976,1.430444,1.169456,0.467478,0.649495,0.414318
MAML2,3.031879,3.21737,2.09236,3.452683,7.0866,5.415751,6.74912
PABPC1L2B,0.160738,0.14392,0.162401,0.186508,0.460794,0.527653,0.815181
A3GALT2,0.009504,0.027679,0.085148,0.017366,0.042947,0.007177,0.110864
SS18L1,2.653148,2.677265,0.633793,2.462782,3.785359,3.993637,3.870949
KCND2,3.692788,2.231022,0.31562,3.783482,2.655204,3.082613,1.955844
TOP1MT,0.930328,0.10744,0.581479,0.769528,1.850162,2.183167,2.735694
COPB2,49.727665,17.663898,5.798244,33.510418,47.176674,46.711285,56.244953
LRRC19,0.493101,0.401817,0.33056,0.517869,0.37408,0.580545,0.282555
THAP7,6.89862,2.562577,0.974262,4.635511,7.906245,9.118645,10.414935
KNTC1,1.068942,1.112084,0.79565,1.229591,1.091351,0.991574,0.922544
CCR10,1.138225,0.635801,0.180851,0.775932,2.553099,3.168331,3.055311
NCMAP,1.098208,1.124226,0.260998,1.663682,2.008778,2.432492,2.11988
BPIFC,0.05613,0.044948,0.175107,0.013709,0.005047,0.007235,0
WDR27,0.821764,1.461624,0.894192,1.642656,0.753711,0.647382,1.063555
TXNRD2,2.13117,1.699436,1.043179,2.17553,4.386165,4.952878,5.986508
C1QTNF8,0.137647,0.12377,0.07528,0.192735,0.199261,0.239231,0.055315
FOXO4,1.036273,0.615896,0.796849,1.071655,2.628856,1.67277,2.314625
POU3F2,0.006284,0.006519,0.118488,0,0.003944,0.027453,0.048734
PTP4A3,2.990608,2.380685,0.376866,2.493877,5.531331,8.303919,7.017924
FOXD4L1,0.032716,0.045818,0.081722,0.032151,0.040883,0.013507,0.013898
NEU1,0.848518,0.362164,0.095587,0.672622,1.375569,2.045902,2.056828
TMEM255B,0.156954,0.206953,0.135296,0.138254,0.801159,0.510796,0.487325
PROS1,2.859753,2.177909,1.898482,2.782402,10.871759,5.23282,7.018756
GAST,0.060003,0.162056,0.162516,0.061354,0.076675,0.081674,0.040154
HDDC3,1.606045,0.411004,0.276497,1.181812,2.229742,3.19079,3.478673
BEX5,23.323603,3.568523,1.695339,12.147065,22.888357,26.83996,34.328781
ZFP1,2.056734,0.795393,0.669816,1.721851,2.480539,2.651854,2.065902
CEND1,0.882147,1.042721,1.074435,1.097387,2.928733,6.019535,11.173883
C6orf58,0.031053,0.054801,0.140457,0.029855,0.051978,0.049303,0.025756
DUSP8,0.142828,0.846128,0.33129,0.250668,2.498684,2.323207,3.031811
SOCS3,0.214288,13.080089,1.427507,1.314419,15.565332,9.525758,6.510154
SLITRK6,0.018186,0.045334,0.16259,0.05874,0.256102,0.033541,0.186119
LPAR5,0.067023,0.133655,0.253152,0.114783,1.325487,0.498902,0.605203
XPOT,6.556037,3.511726,2.428572,7.299658,7.500769,8.361802,10.850215
STING1,0.470528,0.722663,0.711266,0.531603,3.634104,2.724708,2.711361
PDE4B,0.599808,1.328257,0.69246,1.244293,3.03164,1.832462,2.692046
C14orf180,0.023197,0.07438,0.066601,0.057769,0.144075,0.563377,0.27749
SNN,1.819499,1.770611,1.564348,2.029948,7.534664,5.575951,7.696657
KCNH7,0.648375,1.19618,0.155239,0.488772,1.075859,0.563958,0.628679
NELL2,30.818363,11.571959,0.88549,33.155529,24.853743,37.283367,40.374107
KRBA2,2.198038,1.450694,0.551806,1.786374,1.168624,1.581679,1.300302
MED12,2.712126,3.095845,2.341539,2.991729,5.263937,4.639128,5.495559
ZNF93,0.490411,0.598043,0.494292,0.634363,0.953325,1.064271,1.241153
SEPTIN9,2.97056,4.919344,3.980358,3.979708,24.79394,29.406055,30.840372
FOXD4L4,0.050554,0.066634,0.280962,0.081136,0.068927,0.093924,0.036212
CDCA2,0.149145,0.048645,0.12977,0.117211,0.154208,0.174166,0.201952
RALYL,3.129658,2.653545,0.278136,5.525352,3.464687,3.696105,2.570542
AMER1,0.632123,0.49281,0.463577,0.810431,0.886587,0.875901,0.939386
ZBTB40,2.195718,2.571649,1.114561,2.662231,2.554537,3.292202,3.326297
H2BC21,14.540787,5.312227,3.58114,12.747517,18.141783,18.601498,24.015198
CLDN6,0.024546,0.055766,0.116908,0.084848,0.077999,0.06115,0.04176
SEPTIN5,5.214544,5.692662,2.184311,5.376286,8.166545,11.814319,12.00167
EIF4ENIF1,1.873005,1.275407,1.141381,1.974483,4.28899,4.631287,5.015001
SERINC4,1.00E-05,6.00E-06,2.10E-05,4.90E-05,2.00E-06,4.80E-05,6.80E-05
RNLS,2.252198,1.612899,0.919349,1.998429,2.582461,3.151511,3.608437
APOBR,0.039292,0.155912,0.23651,0.06438,0.804421,0.133762,0.364746
FAM110C,0.810921,0.994815,0.28788,0.743634,1.522356,1.745343,1.897264
DDX53,0.15857,0.251031,0.301956,0.209433,0.011215,0.045012,0.048365
ATL3,4.434443,2.638832,1.570494,4.236814,12.907243,9.929168,13.880261
NDUFA12,20.303167,5.51618,2.874249,13.880686,20.200956,19.726374,22.716928
SMIM10,0.608116,0.694002,0.891756,0.496498,2.940186,2.431229,3.077801
TCTE3,0.949226,0.407397,0.27047,0.671172,0.580732,0.608101,0.505656
UBE2G2,6.162896,3.103479,1.984771,4.451436,8.911944,8.344953,8.653997
SATL1,0.168521,0.073697,0.133605,0.092167,0.027321,0.017103,0.015859
OSBP2,1.834412,4.321221,0.6467,2.508896,5.868201,4.953529,5.580407
ZBTB7C,0.025539,0.460731,0.575878,0.125551,1.354659,0.832125,1.253624
APOO,5.542964,1.437286,1.112231,4.343994,4.342092,5.535853,6.639393
PRR16,0.921399,0.316844,0.131868,0.266915,0.459812,0.405201,0.325532
TMED9,6.733499,3.642657,1.331094,6.192225,13.687414,14.551147,20.241079
DRD1,0.032428,0.031913,0.263871,0.065196,0.02714,0.044449,0.1051
TMEM186,2.04125,0.613713,0.650703,1.691396,3.218618,3.986105,4.295919
SDR42E1,0.865055,0.455605,0.281119,0.881424,1.162961,1.04511,1.231427
RBM33,3.596533,2.53046,1.313962,2.540481,4.470032,2.922981,3.137575
ARMCX2,24.142702,9.267729,3.344197,17.406988,22.847773,29.420624,25.03089
BTBD6,2.971622,3.318973,1.062624,3.096077,6.168252,8.579713,8.928956
H1-10,6.528138,7.118287,2.267518,7.984864,40.543743,69.568161,55.152527
RBM43,2.370122,0.562526,0.639238,2.797316,4.296541,5.407584,4.670126
SUMO3,10.29501,3.197742,2.121289,6.65754,20.862154,14.340664,17.496998
IMMP2L,1.354998,1.004996,1.231643,1.508038,1.788167,2.210027,1.389109
TCEAL2,27.991402,10.539017,5.802959,20.654877,37.599571,43.286179,52.511799
CLCNKB,0.1012,0.162192,0.212096,0.135178,0.640431,0.285551,0.461485
DMRTC1B,0.932742,0.739818,0.465792,1.223667,3.307207,4.840321,4.323997
JAG2,1.125218,1.871186,0.451813,1.069045,4.939897,4.477364,6.472712
FMNL1,0.512249,2.270896,0.696796,0.601489,2.963879,2.721099,2.581238
NUTM2A,0.207888,0.20973,0.317146,0.15983,0.883426,0.65868,0.968786
PTRHD1,3.968558,0.714277,0.585186,2.243706,6.063982,7.042621,7.00461
LCN12,0.363354,0.680405,0.423511,0.540023,1.21106,2.12235,1.764994
ZFP90,5.351079,2.965947,2.464729,4.058416,6.90953,7.983966,7.130148
FAM227A,0.839947,2.372642,0.860914,1.875563,0.673602,1.025426,0.679042
MUC6,0.009648,0.020121,0.042331,0.009409,0.036763,0.013252,0.022868
NOC4L,0.409096,0.399708,0.161728,0.360967,1.432958,1.638693,1.44986
USP18,1.524299,0.489274,0.617662,1.382464,1.97996,1.994562,2.388684
NDUFA6,2.542585,0.672789,0.523937,1.586195,3.203133,3.455698,3.710816
CHRM5,0.018804,0.038837,0.154056,0.026154,0.006599,0.007629,0.07875
SORCS2,0.461183,0.112938,0.328033,0.095521,1.482881,0.791834,1.044424
TMEM121,0.5221,0.364602,0.207011,0.306385,1.496893,1.814313,2.765186
TMEM106A,0.474564,0.539252,0.541673,0.393384,1.416485,0.754059,1.231495
SIVA1,7.664375,1.62045,0.665263,5.369359,16.378798,16.031923,17.88418
BRI3BP,1.178585,0.791886,0.551646,1.442512,2.438323,2.626134,3.639487
DGAT1,0.574768,0.656697,0.537673,0.742368,1.493523,1.625273,1.895539
ROBO2,0.966859,0.857157,0.160842,0.837662,0.293047,0.288536,0.238565
AP3M1,5.894406,2.710174,2.087079,5.351601,7.174249,8.391943,11.364991
F8,2.133288,0.930069,1.078497,1.452313,4.125879,3.795012,5.520943
NT5C1B,0.165842,0.212784,0.15786,0.201381,0.138073,0.19682,0.273705
CA13,1.093329,1.250058,0.5463,1.52761,0.6016,0.876654,1.067209
UBOX5,1.055727,0.741524,0.291936,0.86833,1.832174,2.196718,2.077178
MAFF,0.233391,5.635528,2.663572,0.5088,3.165028,0.667675,1.571522
BRF1,2.139431,5.009932,1.871236,2.693187,7.023866,8.139051,6.878037
LRRC14B,0.038348,0.058009,0.098623,0.056425,0.124281,0.044891,0.073931
SEMA4B,1.605386,2.765499,1.966651,1.683205,4.959273,7.48478,7.451339
SPDYE16,0.053501,0.186546,0.209246,0.119877,0.119564,0.135103,0.076353
CIB1,5.150281,3.521739,1.812231,4.647351,15.677205,13.71021,20.027758
ANKS1B,2.577437,1.779581,1.931235,3.764344,1.606901,1.373356,0.836513
